"b'LocalTime=10:54:42.083,Message=Imbalance,MarketTime=10:54:42.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=45,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2745,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:54:44.083,Message=Imbalance,MarketTime=10:54:44.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=46,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2745,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:54:46.105,Message=Imbalance,MarketTime=10:54:46.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=47,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2745,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:54:48.077,Message=Imbalance,MarketTime=10:54:48.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=76,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2744,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:54:50.086,Message=Imbalance,MarketTime=10:54:50.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=128,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2744,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:54:52.103,Message=Imbalance,MarketTime=10:54:52.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=128,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2744,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:54:54.091,Message=Imbalance,MarketTime=10:54:54.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=126,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2746,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:54:56.077,Message=Imbalance,MarketTime=10:54:56.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=126,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2746,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:54:58.116,Message=Imbalance,MarketTime=10:54:58.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=7,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2746,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:00.083,Message=Imbalance,MarketTime=10:55:00.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=6,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2746,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:02.077,Message=Imbalance,MarketTime=10:55:02.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=93,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2748,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:04.081,Message=Imbalance,MarketTime=10:55:04.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=92,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2748,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:06.079,Message=Imbalance,MarketTime=10:55:06.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.180,Volume=93,Source=NSDQ,AuctionPrice=38.180,ContinuousPrice=38.180,PairedVolume=2748,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:08.091,Message=Imbalance,MarketTime=10:55:08.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=103,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2748,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:10.080,Message=Imbalance,MarketTime=10:55:10.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=17,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2748,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:12.091,Message=Imbalance,MarketTime=10:55:12.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=33,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2748,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:14.082,Message=Imbalance,MarketTime=10:55:14.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=54,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2747,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:16.080,Message=Imbalance,MarketTime=10:55:16.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=54,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2747,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:18.085,Message=Imbalance,MarketTime=10:55:18.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=54,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2747,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:20.084,Message=Imbalance,MarketTime=10:55:20.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=29,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2772,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:22.083,Message=Imbalance,MarketTime=10:55:22.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.350,Volume=29,Source=NSDQ,AuctionPrice=38.350,ContinuousPrice=38.350,PairedVolume=2772,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:24.078,Message=Imbalance,MarketTime=10:55:24.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=38.730,Volume=7,Source=NSDQ,AuctionPrice=38.730,ContinuousPrice=38.730,PairedVolume=2772,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:26.079,Message=Imbalance,MarketTime=10:55:26.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.040,Volume=27,Source=NSDQ,AuctionPrice=39.040,ContinuousPrice=39.040,PairedVolume=2772,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:28.079,Message=Imbalance,MarketTime=10:55:28.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.040,Volume=28,Source=NSDQ,AuctionPrice=39.040,ContinuousPrice=39.040,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:30.084,Message=Imbalance,MarketTime=10:55:30.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.040,Volume=30,Source=NSDQ,AuctionPrice=39.040,ContinuousPrice=39.040,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:32.095,Message=Imbalance,MarketTime=10:55:32.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.040,Volume=30,Source=NSDQ,AuctionPrice=39.040,ContinuousPrice=39.040,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:34.102,Message=Imbalance,MarketTime=10:55:34.309,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.040,Volume=29,Source=NSDQ,AuctionPrice=39.040,ContinuousPrice=39.040,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:36.086,Message=Imbalance,MarketTime=10:55:36.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.520,Volume=10,Source=NSDQ,AuctionPrice=39.520,ContinuousPrice=39.520,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:38.078,Message=Imbalance,MarketTime=10:55:38.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.520,Volume=10,Source=NSDQ,AuctionPrice=39.520,ContinuousPrice=39.520,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:40.078,Message=Imbalance,MarketTime=10:55:40.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.520,Volume=40,Source=NSDQ,AuctionPrice=39.520,ContinuousPrice=39.520,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:42.108,Message=Imbalance,MarketTime=10:55:42.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=40,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:44.092,Message=Imbalance,MarketTime=10:55:44.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.520,Volume=7,Source=NSDQ,AuctionPrice=39.520,ContinuousPrice=39.520,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:46.083,Message=Imbalance,MarketTime=10:55:46.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.520,Volume=30,Source=NSDQ,AuctionPrice=39.520,ContinuousPrice=39.520,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:48.083,Message=Imbalance,MarketTime=10:55:48.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=39.580,Volume=26,Source=NSDQ,AuctionPrice=39.580,ContinuousPrice=39.580,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:50.084,Message=Imbalance,MarketTime=10:55:50.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=29,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:52.080,Message=Imbalance,MarketTime=10:55:52.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=64,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:53.008,Message=Imbalance,MarketTime=10:55:53.357,Side=S,Type=R,Status=E,Symbol=CO.NY,Price=0,Volume=32306,Source=NYSE,AuctionPrice=2.9876,ContinuousPrice=2.6600,PairedVolume=30022,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:54.099,Message=Imbalance,MarketTime=10:55:54.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=64,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:56.082,Message=Imbalance,MarketTime=10:55:56.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=62,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:55:58.079,Message=Imbalance,MarketTime=10:55:58.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=110,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:00.080,Message=Imbalance,MarketTime=10:56:00.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=160,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:02.089,Message=Imbalance,MarketTime=10:56:02.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=163,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:04.079,Message=Imbalance,MarketTime=10:56:04.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=166,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:06.079,Message=Imbalance,MarketTime=10:56:06.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=186,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2771,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:08.080,Message=Imbalance,MarketTime=10:56:08.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=193,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2772,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:10.081,Message=Imbalance,MarketTime=10:56:10.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=193,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2772,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:12.084,Message=Imbalance,MarketTime=10:56:12.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=183,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2772,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:14.080,Message=Imbalance,MarketTime=10:56:14.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=313,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2772,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:16.085,Message=Imbalance,MarketTime=10:56:16.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=314,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:18.095,Message=Imbalance,MarketTime=10:56:18.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=314,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:20.096,Message=Imbalance,MarketTime=10:56:20.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=324,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:22.091,Message=Imbalance,MarketTime=10:56:22.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=325,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:24.086,Message=Imbalance,MarketTime=10:56:24.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=425,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:26.080,Message=Imbalance,MarketTime=10:56:26.309,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=425,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:28.080,Message=Imbalance,MarketTime=10:56:28.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=524,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:30.080,Message=Imbalance,MarketTime=10:56:30.309,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=523,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:32.097,Message=Imbalance,MarketTime=10:56:32.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=521,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:34.079,Message=Imbalance,MarketTime=10:56:34.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=457,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:36.098,Message=Imbalance,MarketTime=10:56:36.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=457,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:38.102,Message=Imbalance,MarketTime=10:56:38.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=557,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:40.080,Message=Imbalance,MarketTime=10:56:40.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=558,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2790,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:42.087,Message=Imbalance,MarketTime=10:56:42.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=558,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2790,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:44.080,Message=Imbalance,MarketTime=10:56:44.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.360,Volume=9,Source=NSDQ,AuctionPrice=40.360,ContinuousPrice=40.360,PairedVolume=2790,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:46.084,Message=Imbalance,MarketTime=10:56:46.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.360,Volume=98,Source=NSDQ,AuctionPrice=40.360,ContinuousPrice=40.360,PairedVolume=2790,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:48.088,Message=Imbalance,MarketTime=10:56:48.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.360,Volume=97,Source=NSDQ,AuctionPrice=40.360,ContinuousPrice=40.360,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:50.090,Message=Imbalance,MarketTime=10:56:50.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.360,Volume=97,Source=NSDQ,AuctionPrice=40.360,ContinuousPrice=40.360,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:52.081,Message=Imbalance,MarketTime=10:56:52.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=657,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:54.121,Message=Imbalance,MarketTime=10:56:54.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=680,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:56.083,Message=Imbalance,MarketTime=10:56:56.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=680,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:56:58.106,Message=Imbalance,MarketTime=10:56:58.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=740,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:57:00.082,Message=Imbalance,MarketTime=10:57:00.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=770,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:57:02.080,Message=Imbalance,MarketTime=10:57:02.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=770,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2791,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:57:04.083,Message=Imbalance,MarketTime=10:57:04.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=710,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2871,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:57:06.086,Message=Imbalance,MarketTime=10:57:06.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=40.000,Volume=690,Source=NSDQ,AuctionPrice=40.000,ContinuousPrice=40.000,PairedVolume=2871,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
