Ticker,Company,Sector,Industry,Country,Market Cap,ATR,Prev Close,Open,High,Low
ATHA,"Athira Pharma, Inc.",Healthcare,Biotechnology,USA,657.57M,2.36,20.06,,,
ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology,Australia,74.57M,0.11,1.9,,,
ATHX,"Athersys, Inc.",Healthcare,Biotechnology,USA,401.54M,0.14,1.94,,,
ATIF,ATIF Holdings Limited,Financial,Capital Markets,USA,58.57M,0.16,1.13,,,
ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,USA,419.66M,2.24,26.46,,,
ATLO,Ames National Corporation,Financial,Banks - Regional,USA,224.88M,0.89,24.47,,,
ATNF,180 Life Sciences Corp.,Healthcare,Biotechnology,USA,70.69M,0.38,3.88,,,
ATNI,"ATN International, Inc.",Communication Services,Telecom Services,USA,735.87M,2.21,45.82,,,
ATNX,"Athenex, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.21B,0.62,12.38,,,
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,USA,754.43M,3.24,32.93,,,
ATOS,"Atossa Therapeutics, Inc.",Healthcare,Biotechnology,USA,133.44M,0.17,1.87,,,
ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,1.54B,1.09,18.44,,,
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,USA,2.73B,2.26,59.07,,,
ATRI,Atrion Corporation,Healthcare,Medical Instruments & Supplies,USA,1.30B,25.26,736,,,
ATRO,Astronics Corporation,Industrials,Aerospace & Defense,USA,459.02M,0.65,14.67,,,
ATRS,"Antares Pharma, Inc.",Healthcare,Medical Instruments & Supplies,USA,770.73M,0.19,4.56,,,
ATSG,"Air Transport Services Group, Inc.",Industrials,Integrated Freight & Logistics,USA,1.65B,0.87,27.45,,,
ATVI,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,72.42B,2,94.43,,,
ATXI,"Avenue Therapeutics, Inc.",Healthcare,Biotechnology,USA,106.49M,0.48,6.29,,,
AUB,Atlantic Union Bankshares Corporation,Financial,Banks - Regional,USA,2.96B,1.3,36.85,,,
AUBN,"Auburn National Bancorporation, Inc.",Financial,Banks - Regional,USA,149.82M,1.06,41.85,,,
AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,1.08B,1.1,32.81,,,
AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,1.88B,0.86,14.86,,,
AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology,United Kingdom,454.02M,0.57,8.77,,,
AUTO,"AutoWeb, Inc.",Communication Services,Internet Content & Information,USA,46.83M,0.32,3.35,,,
AUVI,"Applied UV, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,43.04M,0.35,5.23,,,
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense,USA,3.45B,6.67,133.25,,,
AVCO,Avalon GloboCare Corp.,Healthcare,Medical Care Facilities,USA,105.45M,0.06,1.24,,,
AVCT,"American Virtual Cloud Technologies, Inc.",Financial,Shell Companies,USA,172.52M,0.74,9.08,,,
AVDL,Avadel Pharmaceuticals plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,389.41M,0.37,6.75,,,
AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,242.55M,0.44,8.39,,,
AVGO,Broadcom Inc.,Technology,Semiconductors,USA,191.77B,9.61,465.02,,,
AVGR,"Avinger, Inc.",Healthcare,Medical Devices,USA,136.64M,0.26,2.13,,,
AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,826.67M,0.82,18.35,,,
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,4.37B,3.74,54.27,,,
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,USA,202.83M,1.92,37.63,,,
AVO,"Mission Produce, Inc.",Consumer Defensive,Farm Products,USA,1.12B,0.63,16.2,,,
AVRO,"AVROBIO, Inc.",Healthcare,Biotechnology,USA,627.95M,0.84,14.59,,,
AVT,"Avnet, Inc.",Technology,Electronics & Computer Distribution,USA,3.88B,1.1,39.29,,,
AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology,USA,416.15M,0.42,6.11,,,
AWH,Aspira Women's Health Inc.,Healthcare,Diagnostics & Research,USA,650.45M,0.43,5.99,,,
AWRE,"Aware, Inc.",Technology,Software - Application,USA,90.82M,0.2,4.28,,,
AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas E&P,USA,23.89M,0.21,2.69,,,
AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA,476.31M,0.5,8.78,,,
AXGN,"AxoGen, Inc.",Healthcare,Medical Devices,USA,787.73M,0.92,18.76,,,
AXLA,Axcella Health Inc.,Healthcare,Biotechnology,USA,226.84M,0.31,5.99,,,
AXNX,"Axonics Modulation Technologies, Inc.",Healthcare,Medical Devices,USA,2.30B,2.6,56.55,,,
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.90B,2.96,74.65,,,
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,USA,525.48M,0.71,11.94,,,
AY,Atlantica Sustainable Infrastructure plc,Utilities,Utilities - Renewable,United Kingdom,5.05B,1.77,46.19,,,
AYLA,"Ayala Pharmaceuticals, Inc.",Healthcare,Biotechnology,Israel,159.51M,1,13.15,,,
AYRO,"Ayro, Inc.",Consumer Cyclical,Auto Manufacturers,USA,199.38M,0.59,6.93,,,
AYTU,"Aytu BioScience, Inc.",Healthcare,Biotechnology,USA,137.63M,0.43,8.03,,,
AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom,140.35B,0.96,53.25,,,
AZPN,"Aspen Technology, Inc.",Technology,Software - Application,USA,9.62B,3.92,142.38,,,
AZRX,"AzurRx BioPharma, Inc.",Healthcare,Biotechnology,USA,58.16M,0.22,1.84,,,
AZYO,"Aziyo Biologics, Inc.",Healthcare,Medical Devices,USA,162.95M,1.02,15.3,,,
BAND,Bandwidth Inc.,Technology,Software - Infrastructure,USA,4.08B,7.58,169.23,,,
BANF,BancFirst Corporation,Financial,Banks - Regional,USA,2.13B,2.18,64.53,,,
BANR,Banner Corporation,Financial,Banks - Regional,USA,1.86B,1.67,51.83,,,
BANX,StoneCastle Financial Corp.,Financial,Asset Management,USA,131.05M,0.38,19.96,,,
BASI,"Bioanalytical Systems, Inc.",Healthcare,Diagnostics & Research,USA,160.09M,0.92,14.66,,,
BATRA,The Liberty Braves Group,Communication Services,Entertainment,USA,24.38B,0.87,26.1,,,
BATRK,The Liberty Braves Group,Communication Services,Entertainment,USA,1.03B,0.81,25.74,,,
BBBY,Bed Bath & Beyond Inc.,Consumer Cyclical,Specialty Retail,USA,3.91B,2.09,30.21,,,
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction,USA,335.69M,0.28,5.91,,,
BBGI,"Beasley Broadcast Group, Inc.",Communication Services,Broadcasting,USA,60.87M,0.13,2.12,,,
BBH,VanEck Vectors Biotech ETF,Financial,Exchange Traded Fund,USA,-,2.66,187.27,,,
BBI,"Brickell Biotech, Inc.",Healthcare,Biotechnology,USA,69.08M,0.12,1.29,,,
BBIG,"Vinco Ventures, Inc.",Consumer Cyclical,Leisure,USA,74.22M,0.71,4.87,,,
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,USA,8.66B,3.32,69.48,,,
BBQ,"BBQ Holdings, Inc.",Consumer Cyclical,Restaurants,USA,55.98M,0.27,6.14,,,
BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services,USA,532.02M,2.45,67.86,,,
BCAB,"BioAtla, Inc.",Healthcare,Biotechnology,USA,1.51B,3.94,45.82,,,
BCBP,"BCB Bancorp, Inc.",Financial,Banks - Regional,USA,206.50M,0.39,12.09,,,
BCDA,"BioCardia, Inc.",Healthcare,Biotechnology,USA,60.97M,0.6,4.3,,,
BCEL,"Atreca, Inc.",Healthcare,Biotechnology,USA,461.00M,0.87,15.09,,,
BCLI,Brainstorm Cell Therapeutics Inc.,Healthcare,Biotechnology,USA,164.41M,0.31,5.3,,,
BCML,BayCom Corp,Financial,Banks - Regional,USA,180.85M,0.4,15.3,,,
BCOR,"Blucora, Inc.",Financial,Asset Management,USA,806.14M,0.65,17.09,,,
BCOV,Brightcove Inc.,Technology,Software - Application,USA,774.99M,0.7,18.93,,,
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA,3.86B,3.5,117.83,,,
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.59B,0.54,9.21,,,
BCTG,BCTG Acquisition Corp.,Financial,Shell Companies,USA,243.70M,0.4,11.4,,,
BCYC,Bicycle Therapeutics plc,Healthcare,Biotechnology,United Kingdom,538.68M,2,26.8,,,
BDGE,"Bridge Bancorp, Inc.",Financial,Banks - Regional,USA,548.61M,1.04,27.24,,,
BDSI,"BioDelivery Sciences International, Inc.",Healthcare,Biotechnology,USA,422.45M,0.2,4.14,,,
BDSX,"Biodesix, Inc.",Healthcare,Diagnostics & Research,USA,679.82M,2.4,27.59,,,
BDTX,"Black Diamond Therapeutics, Inc.",Healthcare,Biotechnology,USA,999.59M,2.01,26.14,,,
BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology,USA,5.68B,10.82,99.51,,,
BEAT,"BioTelemetry, Inc.",Healthcare,Diagnostics & Research,USA,2.47B,0.93,71.97,,,
BECN,"Beacon Roofing Supply, Inc.",Industrials,Building Products & Equipment,USA,2.99B,1.5,42.6,,,
BEEM,Beam Global,Technology,Solar,USA,581.58M,6.69,65.79,,,
BELFB,Bel Fuse Inc.,Technology,Electronic Components,USA,168.44M,1.07,16.49,,,
BENEU,Benessere Capital Acquisition Corp.,Financial,Shell Companies,USA,-,0.15,10.61,,,
BFI,"BurgerFi International, Inc.",Consumer Cyclical,Restaurants,USA,235.00M,0.86,13.36,,,
BFIN,BankFinancial Corporation,Financial,Banks - Regional,USA,128.43M,0.28,9.07,,,
BFIT,Global X Health & Wellness Thematic ETF,Financial,Exchange Traded Fund,USA,-,0.27,26.09,,,
BFRA,Biofrontera AG,Healthcare,Biotechnology,Germany,190.99M,0.5,8,,,
BFST,"Business First Bancshares, Inc.",Financial,Banks - Regional,USA,457.10M,0.88,21.38,,,
BGCP,"BGC Partners, Inc.",Financial,Capital Markets,USA,1.42B,0.16,3.86,,,
BGFV,Big 5 Sporting Goods Corporation,Consumer Cyclical,Specialty Retail,USA,270.14M,0.89,12.13,,,
BGNE,"BeiGene, Ltd.",Healthcare,Biotechnology,China,33.03B,15.41,374.5,,,
BGRN,iShares Global Green Bond ETF,Financial,Exchange Traded Fund,USA,-,0.15,56.01,,,
BHAT,Fujian Blue Hat Interactive Entertainment Technology Ltd.,Communication Services,Electronic Gaming & Multimedia,China,51.28M,0.11,1.34,,,
BHF,"Brighthouse Financial, Inc.",Financial,Insurance - Life,USA,3.64B,1.46,40.56,,,
BHFAN,"Brighthouse Financial, Inc.",Financial,Insurance - Life,USA,-,0.4,26.35,,,
BHSEU,Bull Horn Holdings Corp.,Financial,Shell Companies,USA,-,0.23,11.2,,,
BHTG,"BioHiTech Global, Inc.",Industrials,Pollution & Treatment Controls,USA,41.81M,0.13,1.74,,,
BIB,ProShares Ultra Nasdaq Biotechnology,Financial,Exchange Traded Fund,USA,-,3.51,101.91,,,
BICK,First Trust BICK Index Fund,Financial,Exchange Traded Fund,USA,-,0.58,40.26,,,
BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,China,89.86B,14.67,252.75,,,
BIGC,"BigCommerce Holdings, Inc.",Technology,Software - Application,USA,4.74B,4.48,71.25,,,
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,USA,42.13B,6.69,269.44,,,
BILI,Bilibili Inc.,Communication Services,Electronic Gaming & Multimedia,China,46.69B,8.01,133.75,,,
BIMI,BOQI International Medical Inc.,Healthcare,Pharmaceutical Retailers,China,23.38M,0.12,1.97,,,
BIOC,"Biocept, Inc.",Healthcare,Diagnostics & Research,USA,88.99M,0.41,6.5,,,
BIOL,"BIOLASE, Inc.",Healthcare,Medical Devices,USA,106.75M,0.14,1.04,,,
BIS,ProShares UltraShort Nasdaq Biotechnology,Financial,Exchange Traded Fund,USA,-,0.81,19.71,,,
BIVI,BioVie Inc.,Healthcare,Biotechnology,USA,383.22M,4.17,34.87,,,
BJK,VanEck Vectors Gaming ETF,Financial,Exchange Traded Fund,USA,-,0.92,47.59,,,
BJRI,"BJ's Restaurants, Inc.",Consumer Cyclical,Restaurants,USA,1.01B,2.27,45.21,,,
BKCC,BlackRock Capital Investment Corporation,Financial,Asset Management,USA,209.70M,0.09,2.9,,,
BKEP,"Blueknight Energy Partners, L.P.",Energy,Oil & Gas Midstream,USA,84.03M,0.09,2.04,,,
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,USA,87.15B,58.76,2066.24,,,
BKSC,Bank of South Carolina Corporation,Financial,Banks - Regional,USA,90.20M,0.25,16.4,,,
BKYI,"BIO-key International, Inc.",Industrials,Security & Protection Services,USA,34.01M,0.21,4.31,,,
BL,"BlackLine, Inc.",Technology,Software - Infrastructure,USA,7.96B,4.91,135.02,,,
BLBD,Blue Bird Corporation,Consumer Cyclical,Auto Manufacturers,USA,613.83M,1.65,22.2,,,
BLCM,"Bellicum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,21.93M,0.35,4.17,,,
BLCN,Siren Nasdaq NexGen Economy ETF,Financial,Exchange Traded Fund,USA,-,0.66,41.91,,,
BLCT,BlueCity Holdings Limited,Communication Services,Internet Content & Information,China,362.52M,0.58,10.29,,,
BLDP,Ballard Power Systems Inc.,Industrials,Specialty Industrial Machinery,Canada,11.66B,2.54,37.07,,,
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,8.66B,1.61,42.88,,,
BLFS,"BioLife Solutions, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.41B,2.56,41.37,,,
BLI,"Berkeley Lights, Inc.",Healthcare,Biotechnology,USA,5.32B,7.02,81.03,,,
BLIN,"Bridgeline Digital, Inc.",Technology,Software - Infrastructure,USA,15.72M,0.24,3.44,,,
BLKB,"Blackbaud, Inc.",Technology,Software - Application,USA,3.27B,2.03,66.04,,,
BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants,USA,1.91B,0.73,22.15,,,
BLNK,Blink Charging Co.,Consumer Cyclical,Specialty Retail,USA,2.05B,5.72,44.35,,,
BLPH,"Bellerophon Therapeutics, Inc.",Healthcare,Biotechnology,USA,73.17M,0.49,7.91,,,
BLRX,BioLineRx Ltd.,Healthcare,Biotechnology,Israel,58.89M,0.28,2.53,,,
BLSA,BCLS Acquisition Corp.,Financial,Shell Companies,USA,156.11M,0.32,10.86,,,
BLTSU,Bright Lights Acquisition Corp.,Financial,Shell Companies,USA,-,0.18,10.59,,,
BLU,BELLUS Health Inc.,Healthcare,Biotechnology,Canada,278.52M,0.24,3.84,,,
BLUE,"bluebird bio, Inc.",Healthcare,Biotechnology,USA,3.18B,2.28,46.64,,,
BLUWU,Blue Water Acquisition Corp.,Financial,Shell Companies,USA,-,0.09,10.7,,,
BMRA,"Biomerica, Inc.",Healthcare,Diagnostics & Research,USA,87.18M,0.51,6.98,,,
BMRC,Bank of Marin Bancorp,Financial,Banks - Regional,USA,541.69M,1.59,39.83,,,
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,USA,15.66B,3.21,87.99,,,
BMTC,Bryn Mawr Bank Corporation,Financial,Banks - Regional,USA,667.40M,1.13,33.37,,,
BND,Vanguard Total Bond Market Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,-,0.2,87.38,,,
BNDW,Vanguard Total World Bond ETF,Financial,Exchange Traded Fund,USA,-,0.15,81.6,,,
BNDX,Vanguard Total International Bond Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,-,0.09,58.22,,,
BNFT,"Benefitfocus, Inc.",Technology,Software - Application,USA,450.48M,0.68,13.99,,,
BNGO,"Bionano Genomics, Inc.",Healthcare,Diagnostics & Research,USA,1.43B,1.11,9.8,,,
BNR,Burning Rock Biotech Limited,Healthcare,Diagnostics & Research,China,3.05B,2.4,36.64,,,
BNSO,Bonso Electronics International Inc.,Technology,Scientific & Technical Instruments,Hong Kong,27.88M,0.67,5.62,,,
BNTC,Benitec Biopharma Inc.,Healthcare,Biotechnology,USA,19.43M,0.28,4.28,,,
BNTX,BioNTech SE,Healthcare,Biotechnology,Germany,27.21B,6.25,108.44,,,
BOCH,Bank of Commerce Holdings,Financial,Banks - Regional,USA,175.99M,0.34,10.25,,,
BOKF,BOK Financial Corporation,Financial,Banks - Regional,USA,5.65B,2.38,79.12,,,
BOMN,Boston Omaha Corporation,Communication Services,Advertising Agencies,USA,753.72M,1.3,27.21,,,
BOOM,DMC Global Inc.,Energy,Oil & Gas Equipment & Services,USA,785.54M,2.37,50.91,,,
BOSC,B.O.S. Better Online Solutions Ltd.,Technology,Communication Equipment,Israel,13.18M,0.16,2.5,,,
BOTJ,"Bank of the James Financial Group, Inc.",Financial,Banks - Regional,USA,58.76M,0.36,13.45,,,
BOTZ,Global X Robotics & Artificial Intelligence ETF,Financial,Exchange Traded Fund,USA,-,0.49,35.42,,,
BOWXU,BowX Acquisition Corp.,Financial,Shell Companies,USA,-,0.38,11.74,,,
BOXL,Boxlight Corporation,Technology,Communication Equipment,USA,101.52M,0.18,2.08,,,
BPFH,"Boston Private Financial Holdings, Inc.",Financial,Banks - Regional,USA,1.11B,0.54,13.23,,,
BPMC,Blueprint Medicines Corporation,Healthcare,Biotechnology,USA,5.73B,4.55,101.36,,,
BPOP,"Popular, Inc.",Financial,Banks - Regional,USA,5.16B,1.71,59.8,,,
BPTH,"Bio-Path Holdings, Inc.",Healthcare,Biotechnology,USA,19.30M,0.23,4.27,,,
BPY,Brookfield Property Partners L.P.,Real Estate,Real Estate Services,Bermuda,15.85B,0.4,17.08,,,
BPYU,Brookfield Property REIT Inc.,Real Estate,REIT - Retail,USA,673.10M,0.45,17.25,,,
BREZ,Breeze Holdings Acquisition Corp.,Financial,Shell Companies,USA,152.36M,0.48,10.42,,,
BRID,Bridgford Foods Corporation,Consumer Defensive,Packaged Foods,USA,161.24M,0.38,17.45,,,
BRKL,"Brookline Bancorp, Inc.",Financial,Banks - Regional,USA,1.04B,0.45,13.06,,,
BRKR,Bruker Corporation,Healthcare,Medical Devices,USA,9.27B,1.5,60.84,,,
BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,6.42B,3.43,84.42,,,
BRLI,Brilliant Acquisition Corporation,Financial,Shell Companies,China,62.33M,0.11,10.2,,,
BRLIU,Brilliant Acquisition Corporation,Financial,Shell Companies,China,-,0.09,11.44,,,
BROG,Brooge Energy Limited,Energy,Oil & Gas Midstream,United Arab Emirates,1.22B,0.45,11.15,,,
BRP,"BRP Group, Inc.",Financial,Insurance Brokers,USA,2.26B,1.46,26.07,,,
BRPA,Big Rock Partners Acquisition Corp.,Financial,Shell Companies,USA,106.80M,6.03,40.46,,,
BRQS,"Borqs Technologies, Inc.",Technology,Software - Application,China,58.74M,0.11,1.28,,,
BRY,Berry Corporation,Energy,Oil & Gas E&P,USA,351.37M,0.3,4.34,,,
BSAE,Invesco BulletShares (R) 2021 USD Emerging Markets Debt ETF,Financial,Exchange Traded Fund,USA,-,0.08,25.26,,,
BSBK,Bogota Financial Corp.,Financial,Banks - Regional,USA,120.35M,0.21,9.09,,,
BSCL,Invesco BulletShares 2021 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.02,21.17,,,
BSCM,Invesco BulletShares 2022 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.02,21.71,,,
BSCN,Invesco BulletShares 2023 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.03,21.85,,,
BSCO,Invesco BulletShares 2024 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.04,22.33,,,
BSCP,Invesco BulletShares 2025 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.04,22.48,,,
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.06,21.79,,,
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.05,22.3,,,
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.07,23.36,,,
BSCT,Invesco BulletShares 2029 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.07,21.53,,,
BSDE,Invesco BulletShares (R) 2024 Emerging Markets Debt ETF,Financial,Exchange Traded Fund,USA,-,0.07,26.25,,,
BSET,"Bassett Furniture Industries, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,247.51M,1.42,23.35,,,
BSGM,"BioSig Technologies, Inc.",Healthcare,Medical Devices,USA,158.69M,0.42,4.79,,,
BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.04,23.08,,,
BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.05,23.28,,,
BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.07,25.31,,,
BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.07,24.89,,,
BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.08,24.42,,,
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.08,25.59,,,
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.1,25.47,,,
BSML,Invesco BulletShares (R) 2021 Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,0.06,25.33,,,
BSMM,Invesco BulletShares (R) 2022 Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,0.08,25.42,,,
BSMN,Invesco BulletShares (R) 2023 Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,0.04,25.66,,,
BSMO,Invesco BulletShares (R) 2024 Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,0.05,25.74,,,
BSMP,Invesco BulletShares (R) 2025 Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,0.06,26,,,
BSMQ,Invesco BulletShares (R) 2026 Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,0.07,25.91,,,
BSMR,Invesco BulletShares (R) 2027 Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,0.05,25.79,,,
BSMS,Invesco BulletShares (R) 2028 Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,0.06,26.17,,,
BSQR,BSQUARE Corporation,Technology,Software - Application,USA,21.78M,0.15,1.72,,,
BSRR,Sierra Bancorp,Financial,Banks - Regional,USA,392.09M,0.9,24.99,,,
BSY,"Bentley Systems, Incorporated",Technology,Software - Application,USA,12.73B,3.21,45.85,,,
BTAI,"BioXcel Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.21B,3.26,47.32,,,
BTAQ,Burgundy Technology Acquisition Corporation,Financial,Shell Companies,Cayman Islands,406.83M,0.3,11.44,,,
BTBT,"Bit Digital, Inc.",Technology,Software - Application,USA,912.98M,3.47,17.47,,,
BTEC,Principal Healthcare Innovators Index ETF,Financial,Exchange Traded Fund,USA,-,1.51,64.66,,,
BTRS,BTRS Holdings Inc.,Technology,Software - Application,USA,514.72M,1.1,16.62,,,
BTWN,Bridgetown Holdings Limited,Financial,Shell Companies,Hong Kong,872.86M,1.24,14.67,,,
BTWNU,Bridgetown Holdings Limited,Financial,Shell Companies,Hong Kong,-,1.41,16,,,
BUG,Global X Cybersecurity ETF,Financial,Exchange Traded Fund,USA,-,0.68,28.96,,,
BUSE,First Busey Corporation,Financial,Banks - Regional,USA,1.27B,0.69,23.25,,,
BVXV,BiondVax Pharmaceuticals Ltd.,Healthcare,Biotechnology,Israel,63.87M,0.67,5.77,,,
BWAC,Better World Acquisition Corp.,Financial,Shell Companies,USA,151.47M,0.19,10.45,,,
BWACU,Better World Acquisition Corp.,Financial,Shell Companies,USA,-,0.4,12.21,,,
BWAY,Brainsway Ltd.,Healthcare,Diagnostics & Research,Israel,110.70M,0.61,9.95,,,
BWB,"Bridgewater Bancshares, Inc.",Financial,Banks - Regional,USA,378.63M,0.36,13.46,,,
BWEN,"Broadwind, Inc.",Industrials,Specialty Industrial Machinery,USA,147.90M,1.11,8.98,,,
BWFG,"Bankwell Financial Group, Inc.",Financial,Banks - Regional,USA,160.56M,0.68,20.35,,,
BWMX,"Betterware de Mexico, S.A.B. de C.V.",Consumer Cyclical,Specialty Retail,Mexico,1.33B,1.82,38.15,,,
BXRX,"Baudax Bio, Inc.",Healthcare,Biotechnology,USA,63.69M,0.13,1.46,,,
BYFC,Broadway Financial Corporation,Financial,Banks - Regional,USA,44.02M,0.16,2.16,,,
BYND,"Beyond Meat, Inc.",Consumer Defensive,Packaged Foods,USA,8.97B,6.8,140.7,,,
BYSI,BeyondSpring Inc.,Healthcare,Biotechnology,USA,498.30M,0.76,12.66,,,
BZUN,Baozun Inc.,Consumer Cyclical,Internet Retail,China,5.75B,1.37,34.8,,,
CAAS,"China Automotive Systems, Inc.",Consumer Cyclical,Auto Parts,China,225.62M,0.45,7.02,,,
CABA,"Cabaletta Bio, Inc.",Healthcare,Biotechnology,USA,357.21M,1.15,14.22,,,
CAC,Camden National Corporation,Financial,Banks - Regional,USA,577.78M,1.17,38.34,,,
